"012. Arbres - Plantation ou remplacement d’un arbre
",Demande d’informations concernant la plantation d’un nouvel arbre (privé ou en emprise)," Subvention – plantation d’arbres  https://www.laval.ca/Pages/Fr/Citoyens/subvention-plantation-arbres.aspx ,  Arbres en emprise  https://www.laval.ca/Pages/Fr/Citoyens/arbres-emprise.aspx ,  Règlementation relatif aux arbres (PDF)  https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/reglements-arbre-modifications.pdf ,  subvention pour la plantation d'un nouvel arbre https://www.laval.ca/Pages/Fr/Citoyens/subvention-plantation-arbres.aspx ,  Arbres en emprise  %09https:/www.laval.ca/Pages/Fr/Citoyens/arbres-emprise.aspx , ","Planifiez-vous une plantation suivant l’obtention d’un permis d’abattage?
Si vous planifiez planter un arbre en façade de votre maison, ou sur le côté, êtes-vous en mesure de bien identifier votre emprise afin de ne rien planter dans la partie appartenant à la ville?
Êtes-vous en attente de la ville pour planter un arbre de remplacement en emprise suivant un abattage?
","
Subvention pour la plantation d'un nouvel arbre :
La Ville de Laval offre une  ​sur les terrains des citoyens. Consultez le site Internet en cliquant sur « Citoyens » dans le menu principal du haut, et ensuite sur « Subventions et programmes », pour connaître :
les conditions d’admissibilité
les espèces recommandées et les arbres non admissibles
la procédure de demande de subvention, etc.

Si l'arbre est planté en remplacement d'un arbre abattu (à la suite de l'obtention d'un certificat d'autorisation d'abattage), la date limite de plantation doit être respectée pour avoir droit à la subvention. Celle-ci est toujours inscrite en bas du permis, au-dessus de la signature du directeur du Service des travaux publics ou son représentant autorisé. 


Plantation d’un arbre à la suite d’une nouvelle construction :
Se référer à l’article « Construction d’une maison neuve – obligations » de la banque d’information.


Plantation d’arbres en emprise ou sur un terrain public :
Définition d’emprise : l’emprise représente la portion de terrain adjacente à une voie publique située sur une propriété, mais appartenant à la Ville. La largeur varie d'un terrain à l'autre : elle peut être nulle ou avoir plus de 10 mètres.​ Référez-vous à votre certificat de localisation pour obtenir une mesure précise. Pour plus d'information, visitez le environnement.laval.ca, catégorie « Arbres », onglet « ». 

Seule la Ville de Laval est responsable de la plantation des arbres situés dans l’emprise publique, du choix de l’emplacement et de l’espèce d’arbre à planter. Les mêmes restrictions s’appliquent sur les terrains publics tels que les terre-pleins et les parcs.

Délais d’intervention : En raison d’un volume important d’arbre en emprise nécessitant une intervention, il est impossible pour la ville d’indiquer un délai ou une date à laquelle elle interviendra pour planter un arbre en emprise. Le délai de traitement d’une demande peut être de plusieurs mois, voire plus d’un an.  

Le citoyen N’A PAS à entretenir l’arbre planté dans l’emprise. Il ne doit pas tailler ou couper l’arbre en emprise.

Des constats d’infractions peuvent être émis aux citoyens qui empêchent la plantation d’un arbre en emprise ou s’ils endommagent un arbre de la ville.

","Remplacement d’un arbre, plantation, nouvel arbre, subvention, plan, plantage, reboisement, emprise, restrictions, choix d’arbres", Foresterie – Janie Jette,26/07/2017,29-01-2018
023. Déneigement - Dépôt à neige ,"Demande de cartes de déversement pour le transport de la neige, pour de l’information sur le site de déversement de neige disponible et sur le dépôt de neige illégal. 
 "," Page Internet – Déneigeur privé et dépôt à neige https://www.laval.ca/Pages/Fr/Citoyens/deneigeurs-prives.aspx ,  Neige usée – Le ministère du Développement durable, de l’Environnement et de la Lutte contre les changements climatiques  http://www.mddelcc.gouv.qc.ca/matieres/neiges_usees/index.htm ,  déneigeur privé  https://www.laval.ca/Pages/Fr/Citoyens/deneigeurs-prives.aspx ,  Découvrez-en davantage sur les actions prises http://www.mddelcc.gouv.qc.ca/matieres/neiges_usees/index.htm , ",Est-ce que votre véhicule tire une boîte de camion sur remorque (un pop)? ,"

Dépôt à neige:
Pour toute information au sujet de l’accès au dépôt à neige, consultez notre site Internet au  reglements.laval.ca, catégorie « Véhicule, route et stationnement », onglet « ». Vous y trouverez : la procédure pour l’achat de cartes de déversement, le coût, l’horaire, etc.

Les boîtes de camion sur remorque (un pop) ne sont pas autorisées dans les sites de dépôt à neige à Laval.

Site de neige disponible :
La carrière Demix située au 100, rue Saulnier, est le seul site en mesure de recevoir la neige usée, selon le nombre d’essieux par camion (1 essieu = 1 carte de déversement), et ce, en période de soufflage et sur rendez-vous seulement. 

Pour avoir accès à ce dépôt, il est obligatoire de se procurer des cartes de déversement vendues au 2550, boulevard Industriel. Le nombre de coupons de déversement qui sera requis correspond au nombre d’essieux du camion.

Dépôt de neige illégal :
Tout dépôt de neige sur un terrain public est interdit.

Si vous soupçonnez l’existence d’un dépôt à neige illégal, par exemple sur un terrain privé  même avec l’accord du propriétaire  veuillez contacter le Ministère du Développement durable, de l’Environnement et de la Lutte contre les changements climatiques au 450 661-2008.

Bon à savoir :
Depuis 1997, le ministère du Développement durable, de l’Environnement et de la Lutte contre les changements climatiques réglemente le transport et le dépôt de la neige afin de protéger l’environnement des possibles contaminations qui pourraient en découler. .","Dépôt de neige, neige usée, coupon de déversement, cartes de déversement, transport de la neige usée, dépôt de neige illégal, site de dépôt, dompe, carrière
",Julie Nicol – Service des travaux publics,19/12/2017,2018-09-07
169. Dérogation mineure,Information sur les dérogations mineures et sur la procédure pour déposer une demande.," Dérogations mineures https://www.laval.ca/Pages/Fr/Citoyens/demande-de-derogations-mineures.aspx ,  Dérogations mineures https://www.laval.ca/Pages/Fr/Citoyens/demande-de-derogations-mineures.aspx ,  Règlement sur les dérogations mineures de la Ville de Laval L9502 https://www.laval.ca/Pages/Fr/Citoyens/reglements-codifies.aspx , ","
","
Qu’est-ce qu’une dérogation mineure ? 
Une demande de dérogation mineure est une procédure d'exception qui permet d'autoriser des travaux prévus ou de régulariser des travaux qui ne respectent pas certaines dispositions du règlement de zonage ou du règlement de lotissement L-9500. 

Visitez le laval.ca, sélectionnez « Citoyens » dans le menu du haut et choisissez la catégorie « Urbanisme ». La page spécifique sur les «  » fournie les informations nécessaires sur :
Qu'est-ce qui peut faire l'objet d'une demande de dérogation mineure?
À quelles conditions une dérogation mineure peut-elle être accordée?
Comment faire votre demande de dérogation mineure?
Comment votre demande sera-t-elle traitée?

Pour plus de détails, vous pouvez également consulter le .

Bon à savoir :
Une dérogation mineure n’est pas un changement de zonage. Par exemple, il est notamment interdit d’obtenir une dérogation mineure en termes d’usage autorisé ou de densité. Pour les cas qui ne sont pas nommés dans « Qu'est-ce qui peut faire l'objet d'une demande de dérogation mineure », un changement de zonage est nécessaire. À ce sujet, consultez l’article de la banque d’informations portant sur les « Changement de zonage – modification de règlements ». 
"," DM
",Guy Jr. Huneault – Urbanisme,27/11/2018,
126. Déchargement de débris ou matériaux ,"
Demande concernant un déversement, un dépôt ou un déchargement de déchets, ciment, asphalte, tourbe, etc.
"," Règlementation relative aux nuisances https://www.laval.ca/Pages/Fr/Citoyens/nuisances-reglement.aspx ,  règlement L-12084 sur les nuisances https://www.laval.ca/Pages/Fr/Citoyens/nuisances-reglement.aspx ,  Signalement d’une urgence environnementale http://www.mddelcc.gouv.qc.ca/ministere/rejoindr/urgence.htm , ","Est-ce que le déchargement est en cours?
Précision sur le volume et le type de déchet/matériel (liquide, solide, électronique, etc.)
A-t-il lieu sur un terrain municipal ou sur un terrain privé? (Voir si possible à RÉSO d’identifier un terrain privée d’un terrain municipal)
Êtes-vous en mesure d’identifier le responsable?","
La règlementation de la Ville de Laval précise qu’il constitue une nuisance () et qu’il est interdit de déposer ou de jeter des déchets sur un terrain ou sur/en bordure de la voie publique.

Quand composer le 911 ?
Vous devez composer le 911 lorsque les actions rapportées SONT EN COURS, si la matière déchargée nuit à la circulation ou s’il est possible d’identifier de façon précise le véhicule (numéro de plaque, marque du véhicule, nom d’entreprise, etc.). 

Des constats d’infraction peuvent être donnés aux contrevenants lorsque toutes les informations requises sont bien documentées.

Déchargement sur un terrain privé :
Une demande sera adressée au Service de l’environnement. D’ici environ 3 jours ouvrables, un inspecteur se présentera sur les lieux. Vous serez par la suite contacté pour être informé des prochaines démarches. 

Déchargement sur un terrain municipal ou en bordure de la voie publique :
À compléter avec les TP
 
Déchargement dans une rivière :
Pour tout déchargement fait dans une rivière, communiquez avec le ministère du Développement durable, de l’Environnement et de la Lutte contre les changements climatiques au 1 866 694-5454 ().

","Dompage, domp, enlèvement, action de vider, vidange, déversement, déverser, détritus, ciment, tourbe, branches, copeaux de bois, bardeaux d’asphalte, ordure, vidange, déchets, remblai, matière nuisible, papier, carcasses, sacs, conteneur, asphalte, brique, pneu, métal, peinture, urgence environnementale",@@6  RÉFÉRENCES,Date de création,Dernière mise à jour
Déversement de matières potentiellement dangereuses N53,"
Demande concernant un déversement de matières potentiellement dangereuses
",,"Quantitée, c’est quoi la matière
Quand
Responsable du déversement","





Tout déversement de produit potentiellement dangereux que ce soit sur un terrain vacant, dans la rue, dans un égout ou dans une rivière doit être référé au Service de protection des citoyens pour intervention en communiquant avec le 911.

rivière = MDDEP 1-800-561-1616    (provincial – cours d’eau municipale)

Si l’expertise du Service de l’Environnement est requise sur place…..contrôle environnemental


Faible quantité de matière potentiellement dangereuse (plus ou moins 1 litre) est déversé dans un puisards, cela ne constitue pas une urgence.

Fuite d’un véhicule sur la voie publique : 
S’il s’agit d’un accident de la circulation et que le réservoir à essence, de diesel, antigel fuit = 911
S’il s’agit d’un véhicule qui fuit que le citoyen est en mesure d’identifier le responsable = 911
Pas en mesure d’identifier le responsable et qu’un nettoyage est nécessaire = TP malpropreté


J-S va me revenir pour type qui resterait dans RESO et non envoyé dans MIRE
Avoir toutes les requêtes
Où ça été envoyé caserne ???  police???","Déversement, matière dangereuse, explosif, inflammable, essence, huile, diesel, antigel, corrosif",@@6  RÉFÉRENCES,Date de création,Dernière mise à jour
"tarification pour la disposition de la neige
","Questions relatives sur la tarification de la neige pour une unité d’évaluation
 ",,"Est-ce une question concernant la tarification de la neige sur votre compte de taxes?
S’agit-il d’une plainte sur le service de déneigement?
","
Questions concernant le service de  déneigement
Consultez notre site Web à l’adresse laval.ca, et choisissez l’onglet « citoyens » au haut de la page. Cliquez ensuite sur « Transport, déneigement et travaux». Vous y trouverez toute l’information sur le service de déneigement

Plaintes concernant le déneigement
L’information sera transmise au Service des travaux publics afin que la situation soit rectifiée 

Pour obtenir un extrait du règlement de la tarification de la neige
Référer l’appel au service du Greffe au poste 3950

Questions concernant la tarification de la disposition de la neige sur un compte de taxes
Référer l’appel à un agent à la taxation au poste 5700

Bon à savoir :
En 2018, le règlement L-10837 (disposition de la neige) a été abrogé et remplacé par le règlement L-12551
","Taxe neige, snow tax
","Dimitri Giakoumakis – Service des Finances
Isabelle Dubé – Service des Finances
Julie Poitras – Service des Finances",19/04/2018,
"
047. Dommage causé à la propriété privée lors des collectes 
","
Demande concernant un dommage à un bien ou à la propriété privée lors de la collecte des ordures, du recyclage ou des matières organiques
"," https://www.laval.ca/Pages/Fr/Citoyens/ordures.aspx https://www.laval.ca/Pages/Fr/Citoyens/ordures.aspx ,  https://www.laval.ca/Pages/Fr/Affaires/collecte-des-ordures-commerciales.aspx https://www.laval.ca/Pages/Fr/Affaires/collecte-des-ordures-commerciales.aspx ,  https://www.laval.ca/Pages/Fr/Citoyens/recyclage.aspx https://www.laval.ca/Pages/Fr/Citoyens/recyclage.aspx ,  https://www.laval.ca/Pages/Fr/Citoyens/matieres-compostables.aspx https://www.laval.ca/Pages/Fr/Citoyens/matieres-compostables.aspx ,  environnement.laval.ca https://www.laval.ca/Pages/Fr/Citoyens/environnement-recyclage-et-collectes.aspx , ","Détaillez le ou les dommages.
Quel jour et lors de quelle collecte le dommage a-t-il été fait?
Avez-vous été témoin de l’événement?  Si oui, détaillez (numéro de camion, détail sur les employés, etc.)","
Les différentes collectes sur le territoire lavallois sont effectuées par des entrepreneurs avec lesquels la Ville a des ententes. 

Par conséquent, il est entendu que s’il y a négligence de leur part causant un dommage à votre propriété ou à un de vos biens, l’entrepreneur en question a la responsabilité de vous dédommager (s’il y a lieu).

D’ici 48 h ouvrables, une personne du Service de l’environnement prendra connaissance de votre demande et communiquera vos coordonnées et les détails de l’événement à l’entrepreneur, après quoi un courriel de confirmation de traitement vous sera acheminé.  

L’entrepreneur aura 10 jours ouvrables pour vous contacter et trouver une solution.

Bon à savoir :
Pour trouver des informations pertinentes concernant les différentes collectes, consultez notre site web à l’adresse  

","Dommage, brisé, endommagé, cassé, taché, camion de recyclage, camion de poubelles, vidangeurs, éboueurs, voiture, auto, poubelle, muret, conteneur, asphalte, boite à déchet, chambre à déchet, porte, lampadaire privé, tempo, gazon, fleurs, arbres, pavé uni. 
",@@6  RÉFÉRENCES,Date de création,Dernière mise à jour
"020. Déneigement - Dommage au véhicule du citoyen (accident ou incident)
",Information pour dommages causés à un véhicule citoyen dans le cadre d’une opération de déneigement de la Ville OU lorsqu’un véhicule de la Ville est impliqué dans un accident/incident.," Info-déneigement https://www.laval.ca/Pages/Fr/Citoyens/info-deneigement.aspx ,  Info-reclamations.pdf https://www.laval.ca/Documents/Pages/Fr/A-propos/procedure-reclamations.pdf , ","Quand l’accident/l’incident a-t-il eu lieu (date)?
À quel moment de la journée avez-vous constaté le dommage (matin, soir, nuit)?
À quel endroit était stationné votre véhicule (si applicable)?
Êtes-vous en mesure d’identifier le véhicule qui a causé les dommages? S’agit-il bien d’un véhicule de la Ville?
Est-ce que, selon vous, le conducteur a eu connaissance de l’impact?
Est-ce qu’un constat d’accident a été laissé par le conducteur (formulaire avec les coordonnées du superviseur)?
","
Si un constat d’accident a été laissé par un employé sur le pare-brise du véhicule accidenté, veuillez en informer votre assureur et celui-ci communiquera avec la Ville pour plus d’informations. Si tel est le cas, notre Service des travaux publics assurera le suivi nécessaire.

Si aucun constat d’accident n’a été laissé par l’employé, vous devez tout de même communiquer avec votre assureur et être en mesure de fournir les trois informations suivantes : la date et l’heure approximative de l’accident et l’endroit où cela s’est produit. Au besoin, votre assureur communiquera avec la Ville.

S’il s’agit d’un délit de fuite et qu’il est impossible d’identifier le véhicule qui a causé les dommages, appelez le 911 pour le rapporter et obtenir un rapport d’accident. Par la suite, vous devez communiquer avec votre assureur.

","Dommage, accident, incident, accident causé par un camion de déneigement, véhicule, auto, voiture, camion de la Ville, véhicule de la Ville, dommage à ma voiture, constat d’accident, assureur, assurances, compagnie d’assurances, délit de fuite, rapport d’accident
",Julie Nicol – Travaux publics ,20/12/2017,2018-12-07
"099. Taxe de bienvenue - droit de mutation
","Information générale sur les droits de mutation immobilière (taxe de bienvenue)
 "," https://www.laval.ca/Pages/Fr/Citoyens/foire-aux-questions.aspx https://www.laval.ca/Pages/Fr/Citoyens/foire-aux-questions.aspx ,  https://www.mamot.gouv.qc.ca/ https://www.mamot.gouv.qc.ca/ ,  Loi concernant les droits sur les mutations immobilières http://legisquebec.gouv.qc.ca/fr/ShowDoc/cs/D-15.1 ,  Évaluation foncière, habitation et taxes https://www.laval.ca/Pages/Fr/Citoyens/compte-de-taxes-municipales.aspx , ","
","
Connus aussi sous le nom de taxe de Bienvenue, les droits de mutation immobilière vous obligent, à titre de nouveau résident, à payer des droits d'enregistrement lors de l'acquisition d'une propriété immobilière. Cette taxe a été établie en vertu de la .​

Trouvez des réponses aux questions les plus fréquemment posées sur le site Internet de la Ville au laval.ca, en sélectionnant « Citoyens » au haut de la page, catégorie «  ». 

Pour toutes questions relatives à votre dossier, comme le calcul du droit de mutation, contactez la taxation au poste 5700.

Bon à savoir :
La facture est payable en un seul versement dans les 30 jours suivant l’envoi du compte de droit de mutation.

Pour les paiements en ligne, utilisez le même numéro de paiement électronique que celui pour le paiement des taxes municipales.
","Droit de mutation, taxe de bienvenue, droit supplétif, exonération, transfert duty tax, welcome tax, suppletive right, exemption
","Dimitri Giakoumakis – Service des Finances
Isabelle Dubé – Service des Finances
Julie Poitras – Service des Finances",01/03/2018,
Eau potable – Bruit provenant des tuyaux – Possibilité de fuite ou bris d’aqueduc,Demande d’intervention en lien avec une possible fuite d’eau ou d’un bris d’aqueduc (détection de fuite),," Est-ce que le bruit provient de l’intérieur de la maison ou à l’extérieur ?
Est-ce que tous les robinets de la maison sont fermés (toilette défectueuse) ?","Le bruit provenant des tuyaux peuvent annoncer un problème plus important. Il pourrait s’agir d’une fuite d’eau ou d’un bris d’aqueduc.
Lorsqu’il y a une possibilité de fuite d’eau potable, une équipe du Service des travaux se déplace dans les meilleurs délais afin de localiser le problème. S’il s’agit d’un bris d’aqueduc ou d’une fuite d’eau potable provenant des installations municipales sous la responsabilité de la Ville, des travaux de réparation seront effectués. 
Les employés municipaux sont rapidement en mesure d’identifier la source de la fuite.
Si toutefois une fuite est localisée au niveau des installations privées, les travaux sont sous sa responsabilité des citoyens. En effet, lorsque la fuite est localisé du côté privé, les employés du Service de la gestion de l’eau contactent les citoyens afin de les informer des démarches à suivre.

Bon à savoir :

 ",,Julie Nicol – Service des travaux publics,2018-04-09,
203. Eau coupée ou baisse de pression ,Demande liée à une baisse de pression ou à une fermeture d’eau potable," https://www.laval.ca/Pages/Fr/Citoyens/foire-aux-questions-eau-potable.aspx https://www.laval.ca/Pages/Fr/Citoyens/foire-aux-questions-eau-potable.aspx ,  Foire aux questions https://www.laval.ca/Pages/Fr/Citoyens/foire-aux-questions-eau-potable.aspx ,  Avis d'ébullition de l'eau https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/avis-ebulition.pdf ,   https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/avis-ebulition.pdf ,   https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/avis-ebulition.pdf ,  Avis de faire bouillir l'eau – La protection de la santé avant https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/avis-faire-bouillir-eau.pdf ,   https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/avis-faire-bouillir-eau.pdf ,   https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/avis-faire-bouillir-eau.pdf ,  Levée de l'avis de l'ébullition de l'eau https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/levee-avis-ebulition.pdf ,   https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/levee-avis-ebulition.pdf ,   https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/levee-avis-ebulition.pdf ,  Interruption temporaire de l'alimentation en eau https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/avis-interruption-eau.pdf ,   https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/avis-interruption-eau.pdf ,   https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/avis-interruption-eau.pdf , ",,"
IMPORTANT : un manque d’eau chaude relève de l'immeuble/du propriétaire de la résidence et non de la Ville.

Baisse de pression : 
Consultez notre  pour obtenir les réponses aux questions les plus fréquemment posées au sujet de l'eau potable, notamment concernant ce qui influence la pression ou le débit de l'eau.

Fermeture d’eau planifiée :
Il est possible qu’une fermeture d’eau soit réalisée dans le cadre de travaux d’entretien ou de réparation du réseau de distribution d'eau potable. Dans la grande majorité des cas, ces interruptions sont planifiées et des accroches-portes sont laissés aux résidents affectés par la fermeture d’eau afin qu’ils puissent s’organiser en conséquence.

Boire ou préparer des boissons
Préparer les biberons et les aliments pour bébé
Laver et préparer des aliments mangés crus
Apprêter des aliments qui ne requièrent pas de cuisson prolongée (à réchauffer)
Fabriquer des glaçons
Vous brosser les dents et vous rincer la bouche.

Eau fermée sans préavis :
Dans le cas de travaux effectués en urgence pour lesquels les citoyens n’ont pas été avisés au préalable, des alertes sonores provenant de nos équipements se font entendre. Toutefois, s’il y a prolongation de l’interruption, des avis seront laissés aux portes des citoyens. 

S’il s’agit d’une fermeture liée à un chantier de construction ou à un réseau de distribution d’eau temporaire, une demande sera rapidement acheminée au responsable concerné afin de rétablir la situation dans les meilleurs délais. Vous serez d’ailleurs contacté dans la journée afin d’être tenu informé de la situation.

Bon à savoir :
Voici les différents avis transmis (au besoin) lorsque des entretiens et réparations du réseau d’aqueduc nécessitent une interruption en eau potable : 
, 100 ko
, 95 ko
, 72 ko
, 117 ko


","Pas d’eau, eau fermée, water, no pressure, pas de pression, fermeture d’eau",Julie Nicol – Service des travaux publics,2018-04-09,2019-01-20
193. Bonhomme à eau - ouverture et fermeture,Demande d’intervention concernant l’ouverture ou la fermeture d’eau (entrée de service) chez un citoyen,,"La boîte de service est-elle accessible?
Quelle intervention est nécessaire : ouverture ou fermeture d’eau?
Est-ce que des dommages sont causés à la propriété?
Est-ce que l’eau coule dans la maison (infiltration à l’intérieur de la résidence)?","

Une demande sera acheminée à l’équipe concernée. Un superviseur des travaux publics devrait vous contacter d’ici 24 à 48 heures pour prendre rendez-vous et vous indiquer à quel moment l’intervention aura lieu. Notez que pour une fermeture d’eau, vous pouvez indiquer votre préférence de journée, mais il appartient au superviseur de planifier les travaux en fonction des urgences. 

Qu’est-ce qu’une boîte de service ?
Aussi appelée « bonhomme eau », la boîte de service est un dispositif servant à ouvrir et fermer l’entrée d’eau potable de la Ville vers les bâtiments. Ce dispositif en forme de pastille de métal d’environ 10 cm de diamètre est situé au niveau du sol et généralement en façade du bâtiment à la limite de la portion de l'emprise de la Ville. 


Boîte de service – Ouverture/fermeture d’eau :
La présence du citoyen est requise lors de la fermeture et de l’ouverture de la boîte de service.
Les interventions du Service des travaux publics visant l’ouverture ou la fermeture d’eau sont sans frais pour les citoyens. 
Le délai d’intervention est d’environ 7 jours.
Le propriétaire est responsable de bien dégager et rendre accessible la boîte de service, à moins qu’une demande de localisation du dispositif soit nécessaire. 
Notez qu’une intervention dans un parc de maisons mobiles requiert d’aviser l’administration du parc.
IMPORTANT : en aucun temps le citoyen, ou même un plombier, ne doit intervenir au niveau de la boîte de service. Seul l'employé de la ville est autorisé à manipuler la vanne d’entrée d’eau. 

Bon à savoir :
Comme il est plus difficile d’accéder aux boîtiers de service en saison hivernale, il est tout de même possible de procéder à certains travaux pour les situations d’urgence comme un bris d’aqueduc, ou de travaux majeurs effectués par les citoyens.
À moins d’un cas urgent, tous les travaux liés aux boîtes de services seront effectués durant l’horaire normal des employés du Service des travaux publics, soit du lundi au vendredi entre 8h et 16h 30. 

À NOTER : des travaux de paysagement ou de pavé uni ne sont pas considérés comme une situation urgente. 
 ","Entrée de service, boîte de service, bonhomme à eau, valve, vanne d’arrêt, couper l’eau, ouvrir l’eau",Julie Nicol – Service des travaux publics,2018-04-09,2018-01-14
"029. Eau potable gelée
","Demande liée à une conduite d’eau potable résidentielle gelée OU à un manque d’eau.
"," Lettre - Mesures préventives. file:///V:\_Partage_\311-BDC\TP\BDCTP01%20Gel%20de%20conduite%20d'eau.pdf ,  Lettre - Intervention sur l’entrée de service. file:///V:\_Partage_\311-BDC\TP\%20BDCTP02%20Entrée%20de%20service.pdf ,  Réclamations https://www.laval.ca/Pages/Fr/A-propos/reclamations.aspx , ","Est-ce que l’environnement où est située votre valve d’eau principale est chauffé à au moins 10 degrés Celsius en tout temps?
Étiez-vous absent de votre domicile dans les derniers jours? Si oui, pendant combien de temps? Aviez-vous fermé le chauffage de votre résidence pendant votre absence?
Est-ce que l’eau de votre résidence a déjà gelée? Si oui, est-ce la Ville ou votre plombier qui a effectué une intervention de dégel?
Avez-vous appelé un plombier et, si oui, avez-vous la facture d’un plombier à l’appui ?
","Gel de la conduite d’eau résidentielle en l’absence du résident et chauffage fermé pendant quelques jours :
Le résident doit appeler un plombier certifié (maître tuyauteur) équipé d’un appareil pour dégeler l’eau à la vapeur. Il est important de conserver une facture à l’appui.

Si le plombier n’arrive pas à dégeler la conduite d’eau potable, un superviseur des travaux publics se rendra à la résidence dans les deux jours. Cependant, dès qu’il y a une intervention de dégel d’eau par les employés de la Ville, le formulaire « Gel de conduite d’eau – Intervention sur l’entrée de service » doit être signé par le propriétaire sur place.

Si le gel de la conduite d’eau potable est exclusivement localisé à l’intérieur de la limite de la propriété du citoyen, la Ville facturera les frais encourus de son intervention au propriétaire (Règlement L-11870). La limite de votre propriété se trouve au centre du branchement d’aqueduc (bonhomme à eau). 

Au besoin, les employés du Service des travaux publics pourront vous aider à effectuer le dégagement du bonhomme à eau (boîtier de service) si un amoncellement important de neige et de glace le recouvrent.

Seule les employés municipaux peuvent dégeler la conduite d’eau extérieure à l’électricité. Le bonhomme à eau doit d’être accessible en tout temps, sécuritaire et en bon état.

Notez qu’une température minimale de 10 degrés Celsius doit être maintenu à l’endroit où est située la valve d’eau principale.

Gel de la conduite d’eau résidentielle, malgré la présence du résident et un chauffage maintenu à au moins 10 degrés Celsius en tout temps:
Un superviseur des travaux publics se rendra à la résidence dans les deux jours pour fins de vérification. Sur place, il déterminera si le citoyen doit appeler un plombier ou si la Ville prend en charge le dégel de la conduite d’eau.

Mesures préventives (s’il y a eu par le passé un gel de la conduite d’eau potable) :
Lors de froids intenses, nous vous suggérons de laisser couler par le bain un filet d’eau froide en continu, d’une largeur d’un quart de pouce du robinet (environ l’épaisseur d’une paille). 

Advenant le cas où le gel de votre entrée de service se produirait à nouveau, contactez un plombier certifié (maître tuyauteur) équipé d’un appareil pour dégeler l’eau à la vapeur et conservez la facture. * Voir la procédure ci-dessus *

Gel d’un réseau de distribution d’eau temporaire :
Le service concerné sera immédiatement informé et soyez assuré que votre demande est prise en charge dès maintenant. Nous vous contacterons dans la journée afin de vous tenir informé de la situation.


Bon à savoir :
Pour toute demande de remboursement de facture de plomberie, veuillez adresser votre réclamation à la Ville de Laval. Pour trouver l’avis à remplir et connaître les étapes à suivre, consultez le site Internet au laval.ca, choisissez « À propos » dans le menu du haut et cliquez sur le lien «  ». ","Je n'ai plus d’eau,  mon eau est gelée, manque d’eau, un filet d'eau coule de mon robinet, froid intense, ma valve d'eau a gelée, l'eau gèle, plombier, plombier certifié, bonhomme à eau, boîte de service, entrée de service, réseau de distribution d’eau temporaire, conduite d’eau, eau potable
","Jean-François St-Germain et Manon Vigneault – Travaux publics 
Philippe Guilbeault - Ingénierie",24-01/2018,
071. Eau verte ou stagnante ,"
Demande concernant la présence d’eau stagnante ou verte sur un terrain. Ex. : une piscine ou un spa mal entretenu.
"," https://www.laval.ca/Pages/Fr/Citoyens/nuisances-reglement.aspx https://www.laval.ca/Pages/Fr/Citoyens/nuisances-reglement.aspx ,  règlement L-12084 sur les nuisances https://www.laval.ca/Pages/Fr/Citoyens/nuisances-reglement.aspx , ","Est-ce une situation récurrente, d’année en année?
La propriété est-elle habitée?
Où et dans quoi (piscine, bassin, étang) se situe l’eau?","
Le  (disponible sur le site Internet de la Ville) précise qu’il constitue une nuisance et qu’il est interdit de maintenir toute accumulation d’eau de manière stagnante sur un terrain, un étang, un bassin, une piscine (autre qu’un cours d’eau), entre le 1er juin et le 1er octobre.  

Si un non-respect de la règlementation sur les nuisances est observé, une demande sera adressée au Service de l’environnement. D’ici environ 3 jours ouvrables, ceux-ci vous contacteront pour vous indiquer quelle action sera prise. 

","Piscine, spa, pool, backwater, green water, water, basin, eau stagnante, eau verte, algues, swamp",@@6  RÉFÉRENCES,Date de création,Dernière mise à jour
